year,exporter_code,importer_code,product_code,import_value_kusd,quantity_tons,product_description,exporter_name,exporter_iso3,importer_name,importer_iso3
2013,752,156,848620,395.135,2.35,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Sweden,SWE,China,CHN
2013,757,156,848620,37268.558,120.283,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Switzerland,CHE,China,CHN
2013,764,156,848620,21.508,4.439,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Thailand,THA,China,CHN
2013,826,156,848620,35644.269,174.785,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,United Kingdom,GBR,China,CHN
2013,842,156,848620,682998.14,2872.235,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,USA,USA,China,CHN
2014,40,156,848620,34367.515,135.477,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Austria,AUT,China,CHN
2014,112,156,848620,272.0,1.538,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Belarus,BLR,China,CHN
2014,124,156,848620,466.38,3.963,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Canada,CAN,China,CHN
2014,188,156,848620,3.215,0.02,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Costa Rica,CRI,China,CHN
2014,203,156,848620,1620.261,5.873,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Czechia,CZE,China,CHN
2014,208,156,848620,3.077,0.017,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Denmark,DNK,China,CHN
2014,246,156,848620,3445.784,14.555,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Finland,FIN,China,CHN
2014,251,156,848620,16481.515,76.073,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,France,FRA,China,CHN
2014,276,156,848620,148247.422,1186.786,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Germany,DEU,China,CHN
2014,344,156,848620,10699.78,60.494,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"China, Hong Kong SAR",HKG,China,CHN
2014,348,156,848620,659.04,3.725,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Hungary,HUN,China,CHN
2014,372,156,848620,305.262,2.263,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Ireland,IRL,China,CHN
2014,376,156,848620,2013.644,13.295,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Israel,ISR,China,CHN
2014,380,156,848620,50420.37,334.44,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Italy,ITA,China,CHN
2014,392,156,848620,895315.071,6387.531,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Japan,JPN,China,CHN
2014,410,156,848620,573851.223,2148.372,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Rep. of Korea,KOR,China,CHN
2014,442,156,848620,951.855,4.285,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Luxembourg,LUX,China,CHN
2014,458,156,848620,3574.547,23.209,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Malaysia,MYS,China,CHN
2014,484,156,848620,4.4,0.025,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Mexico,MEX,China,CHN
2014,490,156,848620,109602.866,1078.297,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"Other Asia, nes",S19,China,CHN
2014,528,156,848620,630685.362,3172.438,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Netherlands,NLD,China,CHN
2014,616,156,848620,25.594,1.713,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Poland,POL,China,CHN
2014,620,156,848620,214.142,12.046,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Portugal,PRT,China,CHN
2014,643,156,848620,346.683,1.96,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Russian Federation,RUS,China,CHN
2014,699,156,848620,2.987,0.052,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,India,IND,China,CHN
2014,702,156,848620,270730.094,1541.768,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Singapore,SGP,China,CHN
2014,703,156,848620,105.156,12.0,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Slovakia,SVK,China,CHN
2014,704,156,848620,1665.744,9.416,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Viet Nam,VNM,China,CHN
2014,710,156,848620,28.601,9.247,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,South Africa,ZAF,China,CHN
2014,724,156,848620,903.556,9.076,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Spain,ESP,China,CHN
2014,752,156,848620,331.482,1.505,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Sweden,SWE,China,CHN
2014,757,156,848620,6657.899,27.896,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Switzerland,CHE,China,CHN
2014,764,156,848620,11.183,0.37,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Thailand,THA,China,CHN
2014,826,156,848620,43544.004,215.454,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,United Kingdom,GBR,China,CHN
2014,842,156,848620,1333918.352,8063.898,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,USA,USA,China,CHN
2015,36,156,848620,2.909,0.001,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Australia,AUS,China,CHN
2015,40,156,848620,34996.473,132.628,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Austria,AUT,China,CHN
2015,56,156,848620,29.004,0.07,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Belgium,BEL,China,CHN
2015,100,156,848620,8.477,0.034,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Bulgaria,BGR,China,CHN
2015,112,156,848620,8.0,0.008,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Belarus,BLR,China,CHN
2015,124,156,848620,1091.83,4.123,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Canada,CAN,China,CHN
2015,203,156,848620,452.834,5.252,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Czechia,CZE,China,CHN
2015,208,156,848620,64.331,0.247,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Denmark,DNK,China,CHN
2015,246,156,848620,1166.285,4.752,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Finland,FIN,China,CHN
2015,251,156,848620,19812.963,83.441,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,France,FRA,China,CHN
2015,276,156,848620,151605.315,1280.235,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Germany,DEU,China,CHN
2015,344,156,848620,20554.922,110.279,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"China, Hong Kong SAR",HKG,China,CHN
2015,372,156,848620,196.221,4.662,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Ireland,IRL,China,CHN
2015,376,156,848620,952.524,5.375,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Israel,ISR,China,CHN
2015,380,156,848620,35448.023,251.141,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Italy,ITA,China,CHN
2015,392,156,848620,904190.016,5656.812,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Japan,JPN,China,CHN
2015,410,156,848620,653791.908,3567.693,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Rep. of Korea,KOR,China,CHN
2015,442,156,848620,0.105,0.001,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Luxembourg,LUX,China,CHN
2015,458,156,848620,7849.899,34.198,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Malaysia,MYS,China,CHN
2015,484,156,848620,321.6,1.727,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Mexico,MEX,China,CHN
2015,490,156,848620,98277.842,899.335,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"Other Asia, nes",S19,China,CHN
2015,528,156,848620,638458.09,3059.881,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Netherlands,NLD,China,CHN
2015,616,156,848620,544.904,2.925,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Poland,POL,China,CHN
2015,620,156,848620,52.368,2.455,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Portugal,PRT,China,CHN
2015,699,156,848620,119.0,0.639,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,India,IND,China,CHN
2015,702,156,848620,345806.741,1841.551,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Singapore,SGP,China,CHN
2015,704,156,848620,719.96,3.865,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Viet Nam,VNM,China,CHN
2015,705,156,848620,258.925,1.39,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Slovenia,SVN,China,CHN
2015,710,156,848620,50.436,5.548,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,South Africa,ZAF,China,CHN
2015,724,156,848620,0.957,0.012,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Spain,ESP,China,CHN
2015,752,156,848620,326.587,1.292,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Sweden,SWE,China,CHN
2015,757,156,848620,19582.199,87.951,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Switzerland,CHE,China,CHN
2015,764,156,848620,4.629,0.234,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Thailand,THA,China,CHN
2015,826,156,848620,44114.086,173.309,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,United Kingdom,GBR,China,CHN
2015,842,156,848620,1518633.414,6703.04,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,USA,USA,China,CHN
2016,40,156,848620,102645.888,496.586,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Austria,AUT,China,CHN
2016,56,156,848620,178.848,0.87,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Belgium,BEL,China,CHN
2016,124,156,848620,1330.8,6.473,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Canada,CAN,China,CHN
2016,203,156,848620,172.893,1.943,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Czechia,CZE,China,CHN
2016,208,156,848620,69.13,1.16,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Denmark,DNK,China,CHN
2016,233,156,848620,0.456,1.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Estonia,EST,China,CHN
2016,246,156,848620,2362.747,10.914,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Finland,FIN,China,CHN
2016,251,156,848620,23291.984,159.353,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,France,FRA,China,CHN
2016,276,156,848620,271092.805,2141.682,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Germany,DEU,China,CHN
2016,344,156,848620,8385.599,41.167,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"China, Hong Kong SAR",HKG,China,CHN
2016,360,156,848620,481.979,3.044,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Indonesia,IDN,China,CHN
2016,372,156,848620,95.029,1.431,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Ireland,IRL,China,CHN
2016,376,156,848620,1495.801,6.453,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Israel,ISR,China,CHN
2016,380,156,848620,93724.706,454.382,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Italy,ITA,China,CHN
2016,392,156,848620,1212494.146,6683.96,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Japan,JPN,China,CHN
2016,410,156,848620,324716.954,1334.792,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Rep. of Korea,KOR,China,CHN
2016,458,156,848620,15209.028,54.885,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Malaysia,MYS,China,CHN
2016,490,156,848620,108830.945,1219.804,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"Other Asia, nes",S19,China,CHN
2016,528,156,848620,792333.615,4076.322,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Netherlands,NLD,China,CHN
2016,554,156,848620,18.379,0.01,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,New Zealand,NZL,China,CHN
2016,579,156,848620,40.222,2.52,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Norway,NOR,China,CHN
2016,616,156,848620,6.083,0.458,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Poland,POL,China,CHN
2016,699,156,848620,700.255,3.406,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,India,IND,China,CHN
2016,702,156,848620,521516.362,2534.243,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Singapore,SGP,China,CHN
2016,703,156,848620,446.635,6.093,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Slovakia,SVK,China,CHN
2016,704,156,848620,955.0,4.645,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Viet Nam,VNM,China,CHN
2016,705,156,848620,18.033,0.088,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Slovenia,SVN,China,CHN
2016,724,156,848620,424.068,14.621,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Spain,ESP,China,CHN
2016,752,156,848620,1943.564,9.452,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Sweden,SWE,China,CHN
2016,757,156,848620,14910.303,62.777,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Switzerland,CHE,China,CHN
2016,764,156,848620,267.298,2.538,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Thailand,THA,China,CHN
2016,792,156,848620,0.08,,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,TÃ¼rkiye,TUR,China,CHN
2016,826,156,848620,47329.206,188.655,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,United Kingdom,GBR,China,CHN
2016,842,156,848620,1705108.677,8206.795,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,USA,USA,China,CHN
2017,40,156,848620,105993.796,376.989,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Austria,AUT,China,CHN
2017,56,156,848620,378.316,3.965,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Belgium,BEL,China,CHN
2017,112,156,848620,46.581,0.336,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Belarus,BLR,China,CHN
2017,124,156,848620,1288.757,7.156,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Canada,CAN,China,CHN
2017,180,156,848620,2.006,0.009,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Dem. Rep. of the Congo,COD,China,CHN
2017,203,156,848620,1566.545,6.342,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Czechia,CZE,China,CHN
2017,246,156,848620,5339.847,20.637,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Finland,FIN,China,CHN
2017,251,156,848620,20478.642,72.921,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,France,FRA,China,CHN
2017,276,156,848620,500351.743,3825.273,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Germany,DEU,China,CHN
2017,344,156,848620,2749.868,13.377,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"China, Hong Kong SAR",HKG,China,CHN
2017,348,156,848620,1297.675,5.99,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Hungary,HUN,China,CHN
2017,360,156,848620,0.135,0.026,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Indonesia,IDN,China,CHN
2017,364,156,848620,10.6,0.049,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Iran,IRN,China,CHN
2017,372,156,848620,1450.187,10.602,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Ireland,IRL,China,CHN
2017,376,156,848620,5667.857,26.131,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Israel,ISR,China,CHN
2017,380,156,848620,71274.417,556.166,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Italy,ITA,China,CHN
2017,392,156,848620,1574640.79,7818.849,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Japan,JPN,China,CHN
2017,410,156,848620,264081.864,1513.871,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Rep. of Korea,KOR,China,CHN
2017,417,156,848620,4.545,2.3,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Kyrgyzstan,KGZ,China,CHN
2017,458,156,848620,14892.421,67.997,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Malaysia,MYS,China,CHN
2017,484,156,848620,716.669,3.308,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Mexico,MEX,China,CHN
2017,490,156,848620,597998.715,2723.27,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"Other Asia, nes",S19,China,CHN
2017,528,156,848620,961240.992,4584.645,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Netherlands,NLD,China,CHN
2017,608,156,848620,24.349,0.392,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Philippines,PHL,China,CHN
2017,616,156,848620,0.861,0.028,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Poland,POL,China,CHN
2017,699,156,848620,888.0,2.993,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,India,IND,China,CHN
2017,702,156,848620,536105.796,2493.574,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Singapore,SGP,China,CHN
2017,703,156,848620,227.478,1.05,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Slovakia,SVK,China,CHN
2017,704,156,848620,1243.653,5.113,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Viet Nam,VNM,China,CHN
2017,705,156,848620,59.8,0.276,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Slovenia,SVN,China,CHN
2017,710,156,848620,0.501,0.002,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,South Africa,ZAF,China,CHN
2017,724,156,848620,3354.621,11.572,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Spain,ESP,China,CHN
2017,752,156,848620,8699.687,39.929,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Sweden,SWE,China,CHN
2017,757,156,848620,28528.291,108.79,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Switzerland,CHE,China,CHN
2017,764,156,848620,461.466,3.178,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Thailand,THA,China,CHN
2017,826,156,848620,47725.221,222.261,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,United Kingdom,GBR,China,CHN
2017,842,156,848620,1843704.229,8254.887,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,USA,USA,China,CHN
2018,36,156,848620,0.005,,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Australia,AUS,China,CHN
2018,40,156,848620,257828.211,845.72,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Austria,AUT,China,CHN
2018,56,156,848620,1174.312,4.269,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Belgium,BEL,China,CHN
2018,100,156,848620,410.467,1.663,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Bulgaria,BGR,China,CHN
2018,104,156,848620,0.246,0.21,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Myanmar,MMR,China,CHN
2018,124,156,848620,1166.173,6.357,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Canada,CAN,China,CHN
2018,188,156,848620,615.42,1.5,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Costa Rica,CRI,China,CHN
2018,196,156,848620,1.021,0.004,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Cyprus,CYP,China,CHN
2018,203,156,848620,241.197,2.497,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Czechia,CZE,China,CHN
2018,208,156,848620,29.832,0.669,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Denmark,DNK,China,CHN
2018,246,156,848620,5988.559,22.132,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Finland,FIN,China,CHN
2018,251,156,848620,18936.418,75.567,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,France,FRA,China,CHN
2018,276,156,848620,490584.615,3320.449,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Germany,DEU,China,CHN
2018,300,156,848620,10.326,0.042,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Greece,GRC,China,CHN
2018,344,156,848620,6764.25,27.839,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"China, Hong Kong SAR",HKG,China,CHN
2018,348,156,848620,152.329,0.617,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Hungary,HUN,China,CHN
2018,360,156,848620,1.378,0.014,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Indonesia,IDN,China,CHN
2018,364,156,848620,21.52,0.087,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Iran,IRN,China,CHN
2018,372,156,848620,100.466,0.365,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Ireland,IRL,China,CHN
2018,376,156,848620,1834.589,7.443,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Israel,ISR,China,CHN
2018,380,156,848620,57734.342,291.648,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Italy,ITA,China,CHN
2018,392,156,848620,2886575.542,12146.07,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Japan,JPN,China,CHN
2018,410,156,848620,467696.646,1588.692,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Rep. of Korea,KOR,China,CHN
2018,440,156,848620,662.407,2.683,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Lithuania,LTU,China,CHN
2018,458,156,848620,14368.105,72.32,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Malaysia,MYS,China,CHN
2018,484,156,848620,338.594,1.372,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Mexico,MEX,China,CHN
2018,490,156,848620,305272.083,1096.133,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,"Other Asia, nes",S19,China,CHN
2018,528,156,848620,2408845.691,9789.08,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Netherlands,NLD,China,CHN
2018,579,156,848620,36.733,0.149,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Norway,NOR,China,CHN
2018,608,156,848620,210.0,0.851,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Philippines,PHL,China,CHN
2018,616,156,848620,221.683,5.175,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Poland,POL,China,CHN
2018,620,156,848620,439.548,1.583,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,Portugal,PRT,China,CHN
