exporter_code,year,exporter_name,exporter_iso3,import_value_kusd,quantity_tons,importer_code,importer_name,importer_iso3,product_code,product_description,US,Post2018,US_Post2018,ln_import_value,asinh_import_value
32,2008,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2009,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2010,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2011,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2012,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2013,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2014,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2015,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2016,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2017,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
32,2018,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
32,2019,Argentina,ARG,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
32,2020,Argentina,ARG,5.817,0.021,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,1.9194194923806482,2.4612395398947235
32,2021,Argentina,ARG,2.5,0.025,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,1.252762968495368,1.6472311463710958
32,2022,Argentina,ARG,1.3,0.025,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.8329091229351039,1.078451058954897
32,2023,Argentina,ARG,2.15,0.022,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,1.1474024528375417,1.508773273927852
32,2024,Argentina,ARG,5.511,0.033,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,1.873493054254725,2.408024962760474
36,2008,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
36,2009,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
36,2010,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
36,2011,Australia,AUS,148.43,0.485,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.006828055753302,5.693271994410522
36,2012,Australia,AUS,84.15,0.448,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.444414407108697,5.12578340396571
36,2013,Australia,AUS,60.0,0.256,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.110873864173311,4.78756117999381
36,2014,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
36,2015,Australia,AUS,2.909,0.001,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,1.3632815868108177,1.7892700542092603
36,2016,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
36,2017,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
36,2018,Australia,AUS,0.005,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.004987541511038968,0.004999979166901038
36,2019,Australia,AUS,66.201,0.298,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,4.207688128370765,4.885899788371775
36,2020,Australia,AUS,4.014,0.105,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,1.6122339997361017,2.098102465295952
36,2021,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
36,2022,Australia,AUS,0.694,0.002,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.5270925962298626,0.6477442471488584
36,2023,Australia,AUS,47.497,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,3.8815019403601934,4.553924530616712
36,2024,Australia,AUS,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
40,2008,Austria,AUT,10915.204,33.856,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.29800356981777,9.991059141343996
40,2009,Austria,AUT,11352.33,43.326,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.337266371948996,10.030325470684607
40,2010,Austria,AUT,60211.739,88.741,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,11.005639220206081,11.698769792915785
40,2011,Austria,AUT,30211.175,57.428,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.316000267816934,11.00911434886403
40,2012,Austria,AUT,47078.123,55.084,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.759584933333253,11.452710872942934
40,2013,Austria,AUT,44297.941,180.644,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.69871605055562,11.391840657085107
40,2014,Austria,AUT,34367.515,135.477,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.444896162625911,11.13801424657595
40,2015,Austria,AUT,34996.473,132.628,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.463031137865006,11.156149744729266
40,2016,Austria,AUT,102645.888,496.586,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,11.539050105377683,12.232187543777345
40,2017,Austria,AUT,105993.796,376.989,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,11.571145277549416,12.264283023661667
40,2018,Austria,AUT,257828.211,845.72,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.460052671834756,13.153195973854462
40,2019,Austria,AUT,211987.784,481.454,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.264288646594219,12.9574311099179
40,2020,Austria,AUT,272105.252,598.317,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.513947901354122,13.207091406875689
40,2021,Austria,AUT,361642.236,763.3,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.798413468936475,13.491557884338409
40,2022,Austria,AUT,416381.798,846.397,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.939360303630425,13.632505082552731
40,2023,Austria,AUT,573762.073,1029.58,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,13.259971825282499,13.953117262962007
40,2024,Austria,AUT,805763.936,1436.608,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,13.599547336272868,14.292693275775694
56,2008,Belgium,BEL,9.138,0.013,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,2.3162907400501576,2.908569270108186
56,2009,Belgium,BEL,257.356,1.3,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.554338478771623,6.243611295521873
56,2010,Belgium,BEL,245.0,1.045,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.5053315359323625,6.194409556009931
56,2011,Belgium,BEL,1.004,0.011,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.6951451832226183,0.8841991876055962
56,2012,Belgium,BEL,144.407,0.37,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.9795367069942245,5.665794870545713
56,2013,Belgium,BEL,188.809,1.08,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.246018303386704,5.9338901154041555
56,2014,Belgium,BEL,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
56,2015,Belgium,BEL,29.004,0.07,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,3.40133070610739,4.060877982853259
56,2016,Belgium,BEL,178.848,0.87,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.192112049701708,5.879691279326725
56,2017,Belgium,BEL,378.316,3.965,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.938369630773804,6.6288787525246
56,2018,Belgium,BEL,1174.312,4.269,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,7.069288923245793,7.761585085022155
56,2019,Belgium,BEL,167.466,1.954,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,5.126733949016579,5.813936440316082
56,2020,Belgium,BEL,269.897,0.868,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,5.6017386748326095,6.29119101724985
56,2021,Belgium,BEL,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
56,2022,Belgium,BEL,275.107,1.665,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,5.620788471747646,6.310310596657125
56,2023,Belgium,BEL,530.224,1.41,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,6.275183777864497,6.9664476285712125
56,2024,Belgium,BEL,314.323,1.76,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,5.75359751029081,6.443570830559642
100,2008,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2009,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2010,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2011,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2012,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2013,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2014,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2015,Bulgaria,BGR,8.477,0.034,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,2.2488678104880577,2.833964787736742
100,2016,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2017,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
100,2018,Bulgaria,BGR,410.467,1.663,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,6.019728822490689,6.710444200276957
100,2019,Bulgaria,BGR,5372.341,38.566,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.589205154190498,9.28216622214002
100,2020,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
100,2021,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
100,2022,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
100,2023,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
100,2024,Bulgaria,BGR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
104,2008,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2009,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2010,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2011,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2012,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2013,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2014,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2015,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2016,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2017,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
104,2018,Myanmar,MMR,0.246,0.21,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.2199384203652614,0.24358407343540617
104,2019,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
104,2020,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
104,2021,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
104,2022,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
104,2023,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
104,2024,Myanmar,MMR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
112,2008,Belarus,BLR,20.0,0.174,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,3.044522437723423,3.6895038689889055
112,2009,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
112,2010,Belarus,BLR,915.0,0.3,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.82001636467413,7.512071544440845
112,2011,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
112,2012,Belarus,BLR,8.185,0.123,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,2.217571718667089,2.799161339865874
112,2013,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
112,2014,Belarus,BLR,272.0,1.538,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.60947179518496,6.298952625947812
112,2015,Belarus,BLR,8.0,0.008,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,2.1972245773362196,2.7764722807237177
112,2016,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
112,2017,Belarus,BLR,46.581,0.336,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,3.8624335218880845,4.534455111865977
112,2018,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
112,2019,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
112,2020,Belarus,BLR,138.0,0.22,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,4.9344739331306915,5.6204139929528845
112,2021,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
112,2022,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
112,2023,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
112,2024,Belarus,BLR,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
116,2008,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2009,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2010,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2011,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2012,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2013,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2014,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2015,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2016,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2017,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
116,2018,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
116,2019,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
116,2020,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
116,2021,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
116,2022,Cambodia,KHM,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
116,2023,Cambodia,KHM,69.354,2.345,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,4.2535396405083326,4.932422975345542
116,2024,Cambodia,KHM,220.0,30.15,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,5.3981627015177525,6.086779892161543
124,2008,Canada,CAN,4252.062,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.355394473092357,9.048306515116357
124,2009,Canada,CAN,11.575,0.051,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,2.531710715985803,3.1438555209137213
124,2010,Canada,CAN,77.618,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.364600680850503,5.044988033879243
124,2011,Canada,CAN,1060.134,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.967093426586541,7.659297997213475
124,2012,Canada,CAN,862.589,0.616,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.761096961181115,7.453085848542038
124,2013,Canada,CAN,321.669,4.046,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.77662702998728,6.46667266321896
124,2014,Canada,CAN,466.38,3.963,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.14714263128766,6.8381490823989814
124,2015,Canada,CAN,1091.83,4.123,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.996525940855528,7.688757856805254
124,2016,Canada,CAN,1330.8,6.473,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.194286689676522,7.886682865865139
