year,exporter_code,importer_code,product_code,import_value_kusd,quantity_tons,product_description,product_group,exporter_name,exporter_iso3,importer_name,importer_iso3
2009,203,156,848620,470.81,4.764,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Czechia,CZE,China,CHN
2009,208,156,848620,71.198,0.242,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Denmark,DNK,China,CHN
2009,246,156,848620,270.514,1.024,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Finland,FIN,China,CHN
2009,251,156,848620,6423.544,24.855,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,France,FRA,China,CHN
2009,276,156,848620,331996.601,2053.731,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Germany,DEU,China,CHN
2009,344,156,848620,36372.884,161.062,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"China, Hong Kong SAR",HKG,China,CHN
2009,348,156,848620,10479.554,45.949,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Hungary,HUN,China,CHN
2009,372,156,848620,1645.07,34.948,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Ireland,IRL,China,CHN
2009,376,156,848620,1408.626,6.176,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Israel,ISR,China,CHN
2009,380,156,848620,30677.299,164.346,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Italy,ITA,China,CHN
2009,392,156,848620,417623.438,2558.892,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Japan,JPN,China,CHN
2009,410,156,848620,95332.23,398.076,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Rep. of Korea,KOR,China,CHN
2009,442,156,848620,3.349,0.001,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Luxembourg,LUX,China,CHN
2009,458,156,848620,1556.146,11.745,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Malaysia,MYS,China,CHN
2009,490,156,848620,50929.338,245.77,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"Other Asia, nes",S19,China,CHN
2009,528,156,848620,303538.577,1330.896,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Netherlands,NLD,China,CHN
2009,579,156,848620,1.413,0.006,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Norway,NOR,China,CHN
2009,608,156,848620,57.304,0.251,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Philippines,PHL,China,CHN
2009,643,156,848620,27900.0,122.33,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Russian Federation,RUS,China,CHN
2009,702,156,848620,17083.119,74.969,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Singapore,SGP,China,CHN
2009,704,156,848620,10.634,,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Viet Nam,VNM,China,CHN
2009,724,156,848620,991.517,8.934,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Spain,ESP,China,CHN
2009,757,156,848620,38168.969,164.026,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Switzerland,CHE,China,CHN
2009,764,156,848620,88.245,0.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Thailand,THA,China,CHN
2009,826,156,848620,20541.108,90.065,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,United Kingdom,GBR,China,CHN
2009,842,156,848620,313285.484,1305.842,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,USA,USA,China,CHN
2010,40,156,848620,60211.739,88.741,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Austria,AUT,China,CHN
2010,56,156,848620,245.0,1.045,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Belgium,BEL,China,CHN
2010,112,156,848620,915.0,0.3,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Belarus,BLR,China,CHN
2010,124,156,848620,77.618,,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Canada,CAN,China,CHN
2010,203,156,848620,83.539,8.141,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Czechia,CZE,China,CHN
2010,208,156,848620,41.998,0.538,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Denmark,DNK,China,CHN
2010,246,156,848620,2388.718,5.033,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Finland,FIN,China,CHN
2010,251,156,848620,12176.124,55.734,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,France,FRA,China,CHN
2010,276,156,848620,829258.013,3232.229,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Germany,DEU,China,CHN
2010,344,156,848620,61219.403,352.5,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"China, Hong Kong SAR",HKG,China,CHN
2010,348,156,848620,2422.715,3.3,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Hungary,HUN,China,CHN
2010,372,156,848620,728.206,13.464,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Ireland,IRL,China,CHN
2010,376,156,848620,1451.399,3.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Israel,ISR,China,CHN
2010,380,156,848620,376197.268,1890.852,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Italy,ITA,China,CHN
2010,392,156,848620,800779.852,3322.841,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Japan,JPN,China,CHN
2010,410,156,848620,269468.493,1389.551,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Rep. of Korea,KOR,China,CHN
2010,458,156,848620,2593.564,27.813,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Malaysia,MYS,China,CHN
2010,490,156,848620,102197.697,457.4,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"Other Asia, nes",S19,China,CHN
2010,528,156,848620,391015.982,144.923,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Netherlands,NLD,China,CHN
2010,608,156,848620,0.501,0.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Philippines,PHL,China,CHN
2010,702,156,848620,47236.807,43.8,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Singapore,SGP,China,CHN
2010,704,156,848620,505.703,1.5,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Viet Nam,VNM,China,CHN
2010,705,156,848620,360.196,0.9,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Slovenia,SVN,China,CHN
2010,724,156,848620,1341.906,14.765,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Spain,ESP,China,CHN
2010,752,156,848620,485.459,0.942,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Sweden,SWE,China,CHN
2010,757,156,848620,22405.667,144.765,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Switzerland,CHE,China,CHN
2010,764,156,848620,99.054,0.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Thailand,THA,China,CHN
2010,826,156,848620,49058.517,432.859,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,United Kingdom,GBR,China,CHN
2010,842,156,848620,1195057.035,517.219,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,USA,USA,China,CHN
2011,36,156,848620,148.43,0.485,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Australia,AUS,China,CHN
2011,40,156,848620,30211.175,57.428,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Austria,AUT,China,CHN
2011,56,156,848620,1.004,0.011,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Belgium,BEL,China,CHN
2011,124,156,848620,1060.134,,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Canada,CAN,China,CHN
2011,203,156,848620,781.542,1.459,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Czechia,CZE,China,CHN
2011,246,156,848620,3112.554,5.089,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Finland,FIN,China,CHN
2011,251,156,848620,17840.717,63.32,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,France,FRA,China,CHN
2011,276,156,848620,1521180.878,4509.446,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Germany,DEU,China,CHN
2011,344,156,848620,32414.622,83.67,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"China, Hong Kong SAR",HKG,China,CHN
2011,348,156,848620,320.0,13.8,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Hungary,HUN,China,CHN
2011,372,156,848620,4031.054,70.874,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Ireland,IRL,China,CHN
2011,376,156,848620,1106.92,5.4,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Israel,ISR,China,CHN
2011,380,156,848620,731009.18,3499.438,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Italy,ITA,China,CHN
2011,392,156,848620,876222.304,3232.247,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Japan,JPN,China,CHN
2011,410,156,848620,275643.35,1153.401,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Rep. of Korea,KOR,China,CHN
2011,458,156,848620,3054.269,9.3,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Malaysia,MYS,China,CHN
2011,490,156,848620,185945.201,1026.002,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"Other Asia, nes",S19,China,CHN
2011,528,156,848620,903508.621,273.466,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Netherlands,NLD,China,CHN
2011,608,156,848620,19.3,0.3,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Philippines,PHL,China,CHN
2011,620,156,848620,1393.829,173.659,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Portugal,PRT,China,CHN
2011,643,156,848620,40.0,1.19,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Russian Federation,RUS,China,CHN
2011,702,156,848620,232506.26,47.7,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Singapore,SGP,China,CHN
2011,704,156,848620,1441.85,3.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Viet Nam,VNM,China,CHN
2011,705,156,848620,341.466,0.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Slovenia,SVN,China,CHN
2011,710,156,848620,68.433,0.6,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,South Africa,ZAF,China,CHN
2011,724,156,848620,334.571,0.187,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Spain,ESP,China,CHN
2011,752,156,848620,1886.0,6.855,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Sweden,SWE,China,CHN
2011,757,156,848620,133832.101,500.434,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Switzerland,CHE,China,CHN
2011,764,156,848620,0.006,,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Thailand,THA,China,CHN
2011,826,156,848620,101081.191,111.859,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,United Kingdom,GBR,China,CHN
2011,842,156,848620,1273626.074,796.001,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,USA,USA,China,CHN
2012,36,156,848620,84.15,0.448,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Australia,AUS,China,CHN
2012,40,156,848620,47078.123,55.084,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Austria,AUT,China,CHN
2012,56,156,848620,144.407,0.37,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Belgium,BEL,China,CHN
2012,112,156,848620,8.185,0.123,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Belarus,BLR,China,CHN
2012,124,156,848620,862.589,0.616,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Canada,CAN,China,CHN
2012,203,156,848620,1839.224,0.986,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Czechia,CZE,China,CHN
2012,208,156,848620,1.727,0.335,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Denmark,DNK,China,CHN
2012,233,156,848620,4.435,0.823,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Estonia,EST,China,CHN
2012,246,156,848620,6047.498,18.019,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Finland,FIN,China,CHN
2012,251,156,848620,13351.455,55.002,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,France,FRA,China,CHN
2012,276,156,848620,267714.632,1791.185,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Germany,DEU,China,CHN
2012,344,156,848620,15194.706,16.559,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"China, Hong Kong SAR",HKG,China,CHN
2012,348,156,848620,2662.328,0.247,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Hungary,HUN,China,CHN
2012,372,156,848620,79.492,13.904,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Ireland,IRL,China,CHN
2012,376,156,848620,384.0,1.603,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Israel,ISR,China,CHN
2012,380,156,848620,51358.081,204.134,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Italy,ITA,China,CHN
2012,392,156,848620,685632.678,1889.449,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Japan,JPN,China,CHN
2012,410,156,848620,151651.405,750.599,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Rep. of Korea,KOR,China,CHN
2012,442,156,848620,1.656,0.008,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Luxembourg,LUX,China,CHN
2012,458,156,848620,1651.362,4.555,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Malaysia,MYS,China,CHN
2012,484,156,848620,0.753,0.123,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Mexico,MEX,China,CHN
2012,490,156,848620,126014.046,509.963,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"Other Asia, nes",S19,China,CHN
2012,528,156,848620,278245.081,47.712,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Netherlands,NLD,China,CHN
2012,643,156,848620,4000.0,1.233,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Russian Federation,RUS,China,CHN
2012,702,156,848620,192859.986,14.672,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Singapore,SGP,China,CHN
2012,704,156,848620,617.467,0.74,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Viet Nam,VNM,China,CHN
2012,752,156,848620,4543.893,2.049,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Sweden,SWE,China,CHN
2012,757,156,848620,21243.346,65.032,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Switzerland,CHE,China,CHN
2012,764,156,848620,143.85,0.47,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Thailand,THA,China,CHN
2012,826,156,848620,48161.773,44.675,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,United Kingdom,GBR,China,CHN
2012,842,156,848620,546811.598,138.175,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,USA,USA,China,CHN
2013,36,156,848620,60.0,0.256,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Australia,AUS,China,CHN
2013,40,156,848620,44297.941,180.644,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Austria,AUT,China,CHN
2013,56,156,848620,188.809,1.08,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Belgium,BEL,China,CHN
2013,124,156,848620,321.669,4.046,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Canada,CAN,China,CHN
2013,203,156,848620,590.64,4.133,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Czechia,CZE,China,CHN
2013,208,156,848620,0.013,0.002,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Denmark,DNK,China,CHN
2013,246,156,848620,4038.995,17.808,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Finland,FIN,China,CHN
2013,251,156,848620,22002.578,297.041,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,France,FRA,China,CHN
2013,276,156,848620,138314.462,1004.364,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Germany,DEU,China,CHN
2013,344,156,848620,5094.054,29.66,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"China, Hong Kong SAR",HKG,China,CHN
2013,348,156,848620,2730.061,16.009,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Hungary,HUN,China,CHN
2013,372,156,848620,41.624,0.523,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Ireland,IRL,China,CHN
2013,376,156,848620,2455.314,16.864,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Israel,ISR,China,CHN
2013,380,156,848620,19020.476,113.677,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Italy,ITA,China,CHN
2013,392,156,848620,774613.001,5131.291,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Japan,JPN,China,CHN
2013,410,156,848620,460512.813,2141.028,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Rep. of Korea,KOR,China,CHN
2013,458,156,848620,9832.136,35.353,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Malaysia,MYS,China,CHN
2013,484,156,848620,925.789,0.74,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Mexico,MEX,China,CHN
2013,490,156,848620,117116.168,1189.74,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,"Other Asia, nes",S19,China,CHN
2013,528,156,848620,412186.126,2009.214,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Netherlands,NLD,China,CHN
2013,616,156,848620,39.626,12.001,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,Poland,POL,China,CHN
