product_code,exporter_code,year,exporter_name,exporter_iso3,product_description,product_group,import_value_kusd,quantity_tons,importer_code,importer_name,importer_iso3,US,Post2018,Post2022,Post2023,US_Post2018,US_Post2022,US_Post2023,Period_2018_2021,Period_2022,Period_2023_2024,US_Period_2018_2021,US_Period_2022,US_Period_2023_2024,ln_import_value,asinh_import_value,product_year_total_kusd,import_share,post2018_label
848620,458,2011,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,3054.269,9.3,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,8.024622920102471,8.717442770464,6334163.036,0.00048218983039135014,pre-2018
848620,458,2012,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,1651.362,4.555,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,7.409961058405115,8.10250295317573,2468393.926,0.0006690026185066864,pre-2018
848620,458,2013,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,9832.136,35.353,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19351318566183,9.886558666680296,2997606.8660000004,0.0032799951559758667,pre-2018
848620,458,2014,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,3574.547,23.209,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,8.181873450416738,8.87474093393835,4141476.0659999996,0.0008631094187277141,pre-2018
848620,458,2015,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,7849.899,34.198,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96838332651227,9.661403129068654,4499493.777,0.001744618259086438,pre-2018
848620,458,2016,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,15209.028,54.885,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,9.629710226145793,10.322791659526587,5252597.518,0.002895525108840064,pre-2018
848620,458,2017,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,14892.421,67.997,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6086748508003,10.301754886492374,6602496.921,0.0022555740923760137,pre-2018
848620,458,2018,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,14368.105,72.32,156,China,CHN,0,1,0,0,0,0,0,1,0,0,0,0,0,9.572835694600379,10.265913280192674,11170503.327,0.0012862540370290336,2018+
848620,458,2019,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,75777.293,134.309,156,China,CHN,0,1,0,0,0,0,0,1,0,0,0,0,0,11.2355671585865,11.928701142711695,10545700.397,0.007185610262695955,2018+
848620,458,2020,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,140131.027,340.62,156,China,CHN,0,1,0,0,0,0,0,1,0,0,0,0,0,11.850340307199158,12.543480351618953,13911202.336,0.010073250580028082,2018+
848620,458,2021,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,402279.202,1471.586,156,China,CHN,0,1,0,0,0,0,0,1,0,0,0,0,0,12.904904144696106,13.598048839424989,21386953.645,0.018809560663823097,2018+
848620,458,2022,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,779262.4,1005.286,156,China,CHN,0,1,1,0,0,0,0,0,1,0,0,0,0,13.566104393503549,14.25925029079994,18350460.652,0.04246554976346433,2018+
848620,458,2023,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,1177230.44,1819.386,156,China,CHN,0,1,1,1,0,0,0,0,0,1,0,0,0,13.978676002426203,14.671822333535328,26567329.043,0.04431120787846674,2018+
848620,458,2024,Malaysia,MYS,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,1181922.225,1490.179,156,China,CHN,0,1,1,1,0,0,0,0,0,1,0,0,0,13.982653521369915,14.675799855851038,33096810.847,0.03571106081681986,2018+
848620,490,2008,"Other Asia, nes",S19,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,87211.434,276.099,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,11.376102191474954,12.069237905747116,2330789.952,0.03741711428143311,pre-2018
848620,490,2009,"Other Asia, nes",S19,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,50929.338,245.77,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,10.838214056416613,11.531341602217633,1718548.232,0.029635093767912356,pre-2018
848620,490,2010,"Other Asia, nes",S19,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,102197.697,457.4,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,11.534674207159702,12.227811602835148,4230023.173,0.02416007970176668,pre-2018
848620,490,2011,"Other Asia, nes",S19,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,equipment,185945.201,1026.002,156,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,12.133212668921338,12.826354471574453,6334163.036,0.02935592278619713,pre-2018
